AppID,Name,Price,English,French,Italian,German,Spanish-Spain,Russian,Japanese,SimplifiedChinese,TraditionalChinese,Korean,Polish,Portuguese,Turkish,Czech,Portuguese-Brazil,Hungarian,Dutch,Ukrainian,Danish,Arabic,Spanish-LatinAmerica,Thai,Finnish,Norwegian,Romanian,Swedish,Greek,Vietnamese,Bulgarian,Slovakian,Portuguese-Portugal,Indonesian,Hindi,Catalan,None
335050,World Of Leaders,4.99,4.99,4.99,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1153640,Chorus,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,39.99,,,,39.99,,,,,,,,,,,,,,,,,,,,
788270,Exiled Kingdoms,7.99,7.99,,7.99,7.99,7.99,7.99,,,,,7.99,7.99,,7.99,7.99,,,,,,,,,,,,,,,,,,,,
1004270,My Island,14.99,14.99,,,14.99,14.99,,,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,
936500,Transport INC,11.99,11.99,11.99,11.99,11.99,11.99,11.99,,11.99,,,11.99,11.99,,11.99,,,11.99,,,,,,,,,,,,,,,,,,
1077290,SuperSmash: Physics Battle,4.99,4.99,,,,,,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
450950,Danmaku Unlimited 3,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344440,Sacra Terra: Angelic Night,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,,,2.99,2.99,2.99,2.99,2.99,2.99,,2.99,,,,,,,,,2.99,,,,,,,,,
1220840,Retirement Simulator,13.99,,,,,,,,13.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
635670,EMPORIUM,1.99,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289070,Sid Meierâ€™s CivilizationÂ® VI,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,,,,59.99,,,,,,,,,,,,,,,,,,,,
429280,Gems of the Aztecs,4.99,4.99,4.99,,4.99,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
319180,Platypus II,3.99,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315160,é¸¢ä¹‹æ­Œ-Singing Iris,4.99,,,,,,,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
847660,Story: Heaven & Hell (Complete Edition),0.99,0.99,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
287371,CoH 2 - The Western Front Armies: Oberkommando West,12.99,12.99,12.99,12.99,12.99,12.99,12.99,,,,,12.99,,,12.99,,,,,,,,,,,,,,,,,,,,,
752480,Sniper Elite VR,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,,,29.99,,,,,,,,,,,,,,,,,,,,
521590,Subterra,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15520,AaAaAA!!! - A Reckless Disregard for Gravity,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1299480,The Fabled Woods,3.99,3.99,3.99,,3.99,3.99,3.99,3.99,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
888130,Starport Delta,24.99,24.99,24.99,,24.99,24.99,24.99,24.99,24.99,24.99,,24.99,,,,,24.99,,,,,,,,,24.99,,,,,,,,,,
502280,BERSERK and the Band of the Hawk,59.99,59.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
472870,Higurashi When They Cry Hou - Ch.3 Tatarigoroshi,3.99,3.99,,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
351300,Ceres,19.99,19.99,,,19.99,,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881040,Bug Academy,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,9.99,,,9.99,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,
451990,Cranks and Goggles,1.99,1.99,,,,,,,,,,,1.99,1.99,,1.99,,,,,,,,,,,,,,,,,,,,
670820,Civitatem,12.99,12.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215770,Shad'O,4.99,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289300,Faces of War,4.99,4.99,,,,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
384550,Painters Guild,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301970,Screencheat,14.99,14.99,14.99,,14.99,14.99,14.99,14.99,14.99,,14.99,,,,,14.99,,14.99,,,,,,,,,,,,,,,,,,
400470,The Seven Years War (1756-1763),19.99,19.99,19.99,,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
809850,Sudoku Zenkai,2.99,2.99,2.99,,,2.99,2.99,2.99,2.99,,,2.99,2.99,,2.99,2.99,,,,,,2.99,,,,,,,,,,,,,,
562420,Armor Clash II,9.99,9.99,,,,,,,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
22600,Worms Reloaded,19.99,19.99,19.99,19.99,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
377120,Chronicle Keepers: The Dreaming Garden,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736840,aMAZE Double,0.51,0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265610,Epic Battle Fantasy 4,11.99,11.99,11.99,,11.99,11.99,,,,,,,,,,11.99,,,,,,,,,,,,,,,,,,,,
388520,Call of DutyÂ®: Black Ops III,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,,59.99,,,,59.99,,,,,,,,,,,,,,,,,,,,
861350,Gym Simulator,1.99,1.99,,,,,1.99,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
1062340,KATANA KAMI: A Way of the Samurai Story,29.99,29.99,,,,,,29.99,,29.99,,,,,,,,,,,,,,,,,,,,,,,,,,
477730,Eador. Imperium,19.99,19.99,,,19.99,,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
575700,Fruit Arranger,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
689910,Another Lost Phone: Laura's Story,2.99,2.99,2.99,2.99,2.99,2.99,,,2.99,,,,,,,2.99,,,,,,,,,,,,,,,,,,,,
1792250,Serious Sam: Siberian Mayhem,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,,19.99,,,,,,,,,,,,,,,,,,,,
575830,rooMaze,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269950,X-Plane 11,59.99,59.99,59.99,59.99,59.99,59.99,59.99,,,,,,59.99,,,,,,,,,,,,,,,,,,,,,,,
1373930,Dino Nest,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531190,HEBEREKE!: March! Red Army Girls' Brigade,0.0,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32660,Delta Force: Xtreme,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
355410,Radium,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1049280,Pilgrims,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,,4.99,4.99,,4.99,4.99,,,,,,,,,,,,,,
1545450,Incredibox,4.99,4.99,4.99,4.99,4.99,,4.99,4.99,4.99,4.99,4.99,4.99,,4.99,,4.99,,,,,4.99,4.99,4.99,,4.99,,,,4.99,,,,,,,
1046400,Astalon: Tears of the Earth,19.99,19.99,19.99,,19.99,,19.99,19.99,19.99,19.99,19.99,,,,,,,,19.99,,,19.99,,,,,,,,,,,,,,
822830,Ouroboros,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
333420,Cossacks 3,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,,19.99,19.99,19.99,19.99,19.99,,,19.99,,,,,,,,,,,,,,,,,
22350,BRINK,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255370,KickBeat Steam Edition,9.99,9.99,9.99,9.99,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
690120,Inked: A Tale of Love,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,,,9.99,,,,,,,,,,,,,,,,,,,,
644930,They Are Billions,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,,,29.99,,,,,,,,,,,,,,,,,,,,
1515890,TAISHO x ALICE episode 3,9.99,9.99,,,,,,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71230,Crazy Taxi,7.99,7.99,7.99,7.99,7.99,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
382330,Killers and Thieves,1.99,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1053710,The Red Lantern,24.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200130,Puzzler World 2,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1076920,Generals & Rulers,11.99,11.99,11.99,11.99,11.99,11.99,11.99,,11.99,,,11.99,,11.99,,11.99,,,11.99,,,,,,,,,,,,,,,,,
1403830,Paper Beast - Folded Edition,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,16.99,,16.99,,,,,,,,,,,,,,,,,,,,,,,,,
1379830,Cyber Crush 2069,1.99,1.99,,,,,,,1.99,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,
326190,Alchemy Mysteries: Prague Legends,1.99,1.99,1.99,1.99,1.99,1.99,1.99,1.99,,1.99,1.99,,,,1.99,1.99,,,,,,,,,,,,,,,,,,,,
270050,Quest of Dungeons,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,,,,,4.99,,,,,,,,,,,,,,,,,,,,,,,
258760,Scania Truck Driving Simulator,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,,,,9.99,9.99,,9.99,9.99,9.99,9.99,9.99,9.99,,,,9.99,9.99,9.99,9.99,9.99,,9.99,,,,,,
711010,Corrupt - Political Simulator,24.99,24.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
468560,Blind Trust,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
448020,Share,0.99,0.99,,,,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
799510,Squidlit,1.99,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1101790,War Mongrels,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,44.99,,44.99,,44.99,,,,,,,,,,,,,,,,,,,,
405710,Staxel,19.99,19.99,19.99,,19.99,,,19.99,19.99,,,,,,,,,19.99,,,,,,,,,,,,,,,,,,
857950,Incredible Mandy,14.99,14.99,14.99,,,14.99,,14.99,14.99,,,,,,,14.99,,,,,,,,,,,,,,,,,,,,
614950,Shootout on Cash Island,1.99,1.99,,,1.99,1.99,1.99,,1.99,,,1.99,,,1.99,1.99,,,,,,,1.99,,,,,,,,,,,,,
755150,Aurora Trail,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384770,Scrutinized,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
350700,Red Stone Online,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293920,Spirited Heart Deluxe,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
556870,Charlie's Adventure,10.99,10.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
557750,Giants: Citizen Kabuto,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,Painkiller Overdose,4.99,4.99,,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1193760,WarriOrb: Prologue,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,,,,,,,0.0,,,,,,,,,0.0,,,,,,,,,,
1539620,MONARK,59.99,59.99,,,,,,59.99,59.99,59.99,59.99,,,,,,,,,,,,,,,,,,,,,,,,,
944010,S.W.I.N.E. HD Remaster,2.99,2.99,2.99,2.99,2.99,2.99,2.99,,2.99,,,,,,2.99,,2.99,,,,,,,,,,,,,,,,,,,
359900,The Incredible Adventures of Van Helsing III,14.99,14.99,14.99,14.99,14.99,14.99,14.99,,,,,14.99,14.99,,,,14.99,,,,,,,,,,,,,,,,,,,
623310,Arcfall,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
805760,Desire,19.99,19.99,19.99,19.99,,19.99,19.99,,19.99,,,,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,
212480,Sonic & All-Stars Racing Transformed Collection,19.99,19.99,19.99,19.99,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
275350,Sentinel 3: Homeworld,6.99,6.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
640800,Skyfront VR,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
733790,Not Tonight,19.99,19.99,19.99,,19.99,19.99,,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
1036440,Kingdom Wars 2: Definitive Edition,9.99,9.99,9.99,9.99,9.99,9.99,,,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
57200,Puzzle Dimension,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,2.99,,,2.99,2.99,,,,,,,,,,,,,,2.99,,,,,,,,,
1587540,Anvil Saga,13.99,13.99,,,,,13.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
455820,Omensight: Definitive Edition,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,,,,19.99,,,19.99,,,,,,,,,,,,,,,,,,,,
622890,NecroWorm,0.49,0.49,0.49,0.49,0.49,0.49,0.49,,0.49,0.49,0.49,0.49,0.49,,,0.49,,,,,,0.49,,,,,,,,,,,,,,
294540,Freddi Fish 3: The Case of the Stolen Conch Shell,6.99,6.99,6.99,,6.99,,6.99,,,,,,,,,,,6.99,,,,,,,,,,,,,,,,,,
468320,Mini Golf Mundo,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301220,Legends of Persia,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303840,Point Perfect,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1066630,Master Magistrate,29.99,29.99,,,,,,,29.99,29.99,,,,,,,,,,,,,,,,,,,,,,,,,,
455400,PAC-MAN 256,1.99,1.99,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1275640,Coloring Game 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1116550,Elon Simulator 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
1016720,Save Koch,11.99,11.99,,,,,11.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1829650,Sekai to Sekai no Mannaka de,29.99,,,,,,,,29.99,29.99,,,,,,,,,,,,,,,,,,,,,,,,,,
436180,Spacelords,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
292370,DarkEnd,1.99,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
454690,Cyber City 2157: The Visual Novel,4.99,4.99,,,,4.99,4.99,,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
220240,Far Cry 3,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,,,19.99,,19.99,,,,,19.99,,19.99,,,,,,,,,
1387480,Farmer And Tree,0.0,0.0,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
698260,Star Shelter,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
509850,Bumper,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
405000,UTOPIA 9 - A Volatile Vacation,6.99,6.99,6.99,,6.99,6.99,,,6.99,6.99,,6.99,,,,,,,,6.99,,,,6.99,,,6.99,,,,,,,,,
909080,Cube Escape: Paradox,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,
689620,Alpha Mike Foxtrot VR - AMF VR,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,Half-Life,9.99,9.99,9.99,9.99,9.99,9.99,,,9.99,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,
485370,Mad Combat Marines,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1134100,Frozenheim,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,19.99,,,19.99,,19.99,,,,,,,,,,,,,,,,,,,,,,
533330,Shut Eye,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16180,Virtual Villagers - The Secret City,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925520,Welcome to Bummertown,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1169100,Gazillionaire,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1222700,A Way Out,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,,,,29.99,,,,29.99,,,,,,,,,,,,,,,,,,,,
820790,FEAST: Book One Â«Family TiesÂ»,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394270,SCP: Escape Together,0.0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,0.0,0.0,,0.0,,0.0,,0.0,,,0.0,,0.0,,,,,,,,,
929490,RAM Pressure,0.0,0.0,,,0.0,,0.0,,,,,0.0,,,,,,,,,,0.0,,,,,,,,,,,,,,
347610,Hidden Object Bundle 4 in 1,7.99,7.99,7.99,,7.99,7.99,7.99,7.99,,,7.99,7.99,7.99,,,7.99,,7.99,,,,,,,,,,,,,,,,,,
251690,Speedball 2 HD,9.99,9.99,9.99,,9.99,9.99,9.99,,,,,9.99,,,,9.99,,,,,,,,,,,,,,,,,,,,
723890,Don't Make Love,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1878740,Five Nights At Floppa,2.99,2.99,,,,,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903950,Last Oasis,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,29.99,,29.99,,,,29.99,,,,,,,,,,,,,,,,,,,,
1489010,The Picture in The House,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541710,Wyvern,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674500,Total Tank Simulator,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,19.99,,,,,,,,,,,,,,,,,,,,
853500,Quarantine Circular,5.99,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674020,World War 3,14.99,14.99,14.99,,14.99,,14.99,,,,,14.99,,14.99,,,,,,,14.99,,,,,,,,,,,,,,,
228260,Fallen Enchantress: Legendary Heroes,24.99,24.99,,,24.99,,24.99,,,,,24.99,,,,,,,,,,,,,,,,,,,,,,,,
385710,INK,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
534290,Cursed Castilla (Maldita Castilla EX),11.99,11.99,11.99,,11.99,11.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21690,Resident Evil 5,19.99,19.99,19.99,19.99,19.99,19.99,19.99,19.99,,,,19.99,,,19.99,,,,,,,,,,,,,,,,,,,,,
1721470,Poppy Playtime,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20540,Company of Heroes: Tales of Valor,19.99,19.99,19.99,19.99,19.99,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
321920,Schein,4.99,4.99,4.99,,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
478210,BUDDY,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,9.99,9.99,9.99,9.99,9.99,9.99,,9.99,,,,,,
1835870,The Black Cat Magician,3.99,3.99,,,,,,,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206930,Malediction,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
693800,Loco Parentis / å­¤å¥³å’’æ€¨,14.99,14.99,,,,,14.99,14.99,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,
978250,Matter,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,4.99,,4.99,4.99,,4.99,,4.99,,,4.99,,,4.99,,,,,,,,,,,,,,
565020,Global Adventures,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
796640,Mr.Jezko,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1021950,When the Darkness comes,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242680,Nuclear Throne,11.99,11.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
288060,Whispering Willows,9.99,9.99,9.99,9.99,9.99,9.99,9.99,,9.99,,,9.99,,,,9.99,,,9.99,,,,,,,,,,,,,,,,,
1005460,NationWar2:Chronicle,15.99,15.99,,,,,,,15.99,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,
596650,Tap Adventure: Time Travel,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70620,Worms Crazy Golf,9.99,9.99,9.99,9.99,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10230,Dead Mountaineer's Hotel,7.99,7.99,,,7.99,,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302390,Necronomicon: The Dawning of Darkness,4.99,4.99,4.99,4.99,4.99,4.99,,,,,,,4.99,,,,,,,,,,,,,,,,,,,,,,,
301540,Rhythm Destruction,4.99,4.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
277510,Shiny The Firefly,0.99,0.99,0.99,,0.99,0.99,0.99,,,,,,,,,,,0.99,,,,,,,,,,,,,,,,,,
704020,Master Arena,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,,,,0.0,,,0.0,,,0.0,,,,0.0,,,,,,,,,,
212630,Tom Clancy's Ghost Recon: Future Soldierâ„¢,19.99,19.99,19.99,19.99,19.99,19.99,,,,,,19.99,,,,19.99,,19.99,,19.99,,,,,19.99,,19.99,,,,,,,,,
1085270,Fat Prisoner Simulator 2,0.49,0.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140740,Chroma: Bloom And Blight,0.0,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
732160,The Wild Age,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,12.99,,12.99,12.99,12.99,12.99,12.99,,12.99,,12.99,12.99,,,,,,,,,,,,,,,,
350990,Bloodwood Reload,0.0,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
368710,Power of Love,0.9,0.9,,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,,,,,,
1288760,"Dude, Where Is My Beer?",14.99,14.99,,,,14.99,14.99,,14.99,,,,,,,,,,,,,14.99,,,,,,,,,,,,,,
904360,Family Man,19.99,19.99,19.99,,19.99,19.99,,,19.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
1038300,New Super Lucky's Tale,29.99,29.99,29.99,29.99,29.99,29.99,,29.99,,,,,,,,29.99,,,,,,29.99,,,,,,,,,,,,,,
358920,Star Control I and II,3.99,3.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248390,Craft The World,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,18.99,,,,,,,,,,,,,,,,,,,,,,,,
380660,Killing Time at Lightspeed: Enhanced Edition,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365750,ä¸œæ–¹æ –éœžå›­ ~ Blue devil in theÂ Belvedere.,9.99,9.99,,,,,,9.99,9.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
1080110,F1Â® 2020,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,59.99,,,59.99,,,,59.99,,59.99,,,,,,,,,,,,,,,,,,
647000,RoBros,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215200,Shining Song Starnova: Idol Empire,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
893010,Slave's Sword,14.99,14.99,,,,,,14.99,14.99,,,,,,,,,,,,,,,,,,,,,,,,,,,
1708190,100 hidden rams,0.99,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32310,Indiana JonesÂ® and the Last Crusadeâ„¢,5.99,5.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
992310,Backbone: Prologue,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
506610,Five Nights at Freddy's: Sister Location,7.99,7.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
437160,The Lion's Song: Episode 1 - Silence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422410,Into the Pit,14.99,14.99,14.99,,14.99,,,14.99,14.99,,,,,,,,,,,,,14.99,,,,,,,,,,,,,,
1490890,Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,59.99,59.99,59.99,59.99,59.99,59.99,,59.99,59.99,59.99,59.99,,,,,,,,,,,,,,,,,,,,,,,,,
840930,Bing Bong XL,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,0.99,,,,0.99,,,0.99,,,,,,,,,,,,,,,,,,,,
1651870,Nighthunt,11.69,11.69,11.69,11.69,11.69,11.69,11.69,11.69,11.69,,11.69,11.69,11.69,,,,,,11.69,,,,,,,,,11.69,,,,,,,,
334710,Ilamentia,2.99,2.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314430,M.A.R.S.,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981020,Clea,13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,13.99,,,,,13.99,,,,,,13.99,,,,,,,,,,,,,,
1060670,Taboos: Cracks,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,,,,,,
